Series Code,Topic,Indicator Name
HH.MICS.PCR.U,Education Equality,MICS: Primary completion rate. Urban
HH.MICS.SCR,Education Equality,MICS: Secondary completion rate
HH.MICS.SCR.F,Education Equality,MICS: Secondary completion rate. Female
HH.MICS.SCR.M,Education Equality,MICS: Secondary completion rate. Male
HH.MICS.SCR.Q1,Education Equality,MICS: Secondary completion rate. Quintile 1
HH.MICS.SCR.Q2,Education Equality,MICS: Secondary completion rate. Quintile 2
HH.MICS.SCR.Q3,Education Equality,MICS: Secondary completion rate. Quintile 3
HH.MICS.SCR.Q4,Education Equality,MICS: Secondary completion rate. Quintile 4
HH.MICS.SCR.Q5,Education Equality,MICS: Secondary completion rate. Quintile 5
HH.MICS.SCR.R,Education Equality,MICS: Secondary completion rate. Rural
HH.MICS.SCR.U,Education Equality,MICS: Secondary completion rate. Urban
HH.MICS.TR.12,Education Equality,MICS: Transition rate. Primary to Secondary
HH.MICS.TR.12.F,Education Equality,MICS: Transition rate. Primary to Secondary. Female
HH.MICS.TR.12.M,Education Equality,MICS: Transition rate. Primary to Secondary. Male
HH.MICS.TR.12.Q1,Education Equality,MICS: Transition rate. Primary to Secondary. Quintile 1
HH.MICS.TR.12.Q2,Education Equality,MICS: Transition rate. Primary to Secondary. Quintile 2
HH.MICS.TR.12.Q3,Education Equality,MICS: Transition rate. Primary to Secondary. Quintile 3
HH.MICS.TR.12.Q4,Education Equality,MICS: Transition rate. Primary to Secondary. Quintile 4
HH.MICS.TR.12.Q5,Education Equality,MICS: Transition rate. Primary to Secondary. Quintile 5
HH.MICS.TR.12.R,Education Equality,MICS: Transition rate. Primary to Secondary. Rural
HH.MICS.TR.12.U,Education Equality,MICS: Transition rate. Primary to Secondary. Urban
HH.MICS.YRS.1519,Education Equality,MICS: Average years of schooling by age group. Age 15-19
HH.MICS.YRS.1519.F,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Female
HH.MICS.YRS.1519.M,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Male
HH.MICS.YRS.1519.Q1,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Quintile 1
HH.MICS.YRS.1519.Q2,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Quintile 2
HH.MICS.YRS.1519.Q3,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Quintile 3
HH.MICS.YRS.1519.Q4,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Quintile 4
HH.MICS.YRS.1519.Q5,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Quintile 5
HH.MICS.YRS.1519.R,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Rural
HH.MICS.YRS.1519.U,Education Equality,MICS: Average years of schooling by age group. Age 15-19. Urban
HH.MICS.YRS.15UP.GIN,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+
HH.MICS.YRS.15UP.GIN.F,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Female
HH.MICS.YRS.15UP.GIN.M,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Male
HH.MICS.YRS.15UP.GIN.Q1,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Quintile 1
HH.MICS.YRS.15UP.GIN.Q2,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Quintile 2
HH.MICS.YRS.15UP.GIN.Q3,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Quintile 3
HH.MICS.YRS.15UP.GIN.Q4,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Quintile 4
HH.MICS.YRS.15UP.GIN.Q5,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Quintile 5
HH.MICS.YRS.15UP.GIN.R,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Rural
HH.MICS.YRS.15UP.GIN.U,Education Equality,MICS: Gini coefficient of average years of schooling. Age 15+. Urban
IT.CMP.PCMP.P2,Infrastructure: Communications,Personal computers (per 100 people)
IT.NET.USER.P2,Infrastructure: Communications,Internet users (per 100 people)
LO.EGRA.CLPM.AFA.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Afan Oromo. 2nd Grade
LO.EGRA.CLPM.AFA.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Afan Oromo. 3rd Grade
LO.EGRA.CLPM.AMH.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Amharic. 2nd Grade
LO.EGRA.CLPM.AMH.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Amharic. 3rd Grade
LO.EGRA.CLPM.BMN.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Bamanankan. 2nd Grade
LO.EGRA.CLPM.BOM.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Bomu. 2nd Grade
LO.EGRA.CLPM.CHC.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Chichewa. 2nd Grade
LO.EGRA.CLPM.CHC.4GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Chichewa. 4th Grade
LO.EGRA.CLPM.ENG.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). English. 2nd Grade
LO.EGRA.CLPM.ENG.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). English. 3rd Grade
LO.EGRA.CLPM.ENG.4GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). English. 4th Grade
LO.EGRA.CLPM.FLF.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Fulfulde. 2nd Grade
LO.EGRA.CLPM.FRN.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). French. 3rd Grade
LO.EGRA.CLPM.HAR.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Hararigna. 2nd Grade
LO.EGRA.CLPM.HAR.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Hararigna. 3rd Grade
LO.EGRA.CLPM.SID.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Sidaamu Afoo. 2nd Grade
LO.EGRA.CLPM.SID.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Sidaamu Afoo. 3rd Grade
LO.EGRA.CLPM.SNG.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Songhoi. 2nd Grade
LO.EGRA.CLPM.SOM.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Somaligna. 2nd Grade
LO.EGRA.CLPM.SOM.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Somaligna. 3rd Grade
LO.EGRA.CLPM.SPN.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Spanish. 2nd Grade
LO.EGRA.CLPM.SPN.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Spanish. 3rd Grade
LO.EGRA.CLPM.SPN.4GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Spanish. 4th Grade
LO.EGRA.CLPM.TIG.2GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Tigrinya. 2nd Grade
LO.EGRA.CLPM.TIG.3GRD,Learning Outcomes,EGRA: Correct Letter Names Read Per Minute (Mean). Tigrinya. 3rd Grade
LO.EGRA.CLSPM.AKU.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Akuapem. 2nd Grade
LO.EGRA.CLSPM.ARB.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Arabic. 2nd Grade
LO.EGRA.CLSPM.ARB.3GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Arabic. 3rd Grade
LO.EGRA.CLSPM.AST.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Asante Twi. 2nd Grade
LO.EGRA.CLSPM.CHI.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Chitonga. 2nd Grade
LO.EGRA.CLSPM.CIN.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Cinyanja. 2nd Grade
LO.EGRA.CLSPM.DAG.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Dagaare. 2nd Grade
LO.EGRA.CLSPM.DAGB.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Dagbani. 2nd Grade
LO.EGRA.CLSPM.DAN.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Dangme. 2nd Grade
LO.EGRA.CLSPM.ENG.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). English. 2nd Grade
LO.EGRA.CLSPM.ENG.3GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). English. 3rd Grade
LO.EGRA.CLSPM.ENG.4GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). English. 4th Grade
LO.EGRA.CLSPM.ENG.6GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). English. 6th Grade
LO.EGRA.CLSPM.EWE.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Ewe. 2nd Grade
LO.EGRA.CLSPM.FAN.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Fante. 2nd Grade
LO.EGRA.CLSPM.FLP.3GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Filipino. 3rd Grade
LO.EGRA.CLSPM.GA.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Ga. 2nd Grade
LO.EGRA.CLSPM.GON.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Gonja. 2nd Grade
LO.EGRA.CLSPM.ICI.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Icibemba. 2nd Grade
LO.EGRA.CLSPM.IND.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Indonesian. 2nd Grade
LO.EGRA.CLSPM.KAS.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Kasem. 2nd Grade
LO.EGRA.CLSPM.KII.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Kiikaonde. 2nd Grade
LO.EGRA.CLSPM.KNY.4GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Kinyarwanda. 4th Grade
LO.EGRA.CLSPM.KNY.6GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Kinyarwanda. 6th Grade
LO.EGRA.CLSPM.LUN.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Lunda. 2nd Grade
LO.EGRA.CLSPM.LUV.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Luvale. 2nd Grade
LO.EGRA.CLSPM.NZE.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Nzema. 2nd Grade
LO.EGRA.CLSPM.SIL.2GRD,Learning Outcomes,EGRA: Correct Letter Sounds Read Per Minute (Mean). Silozi. 2nd Grade
LO.EGRA.CWPM.AFA.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Afan Oromo. 2nd Grade
LO.EGRA.CWPM.AFA.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Afan Oromo. 3rd Grade
LO.EGRA.CWPM.AMH.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Amharic. 2nd Grade
LO.EGRA.CWPM.AMH.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Amharic. 3rd Grade
LO.EGRA.CWPM.ARB.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Arabic. 2nd Grade
LO.EGRA.CWPM.BMN.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Bamanankan. 2nd Grade
LO.EGRA.CWPM.BOM.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Bomu. 2nd Grade
LO.EGRA.CWPM.CHC.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Chichewa. 2nd Grade
LO.EGRA.CWPM.CHC.4GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Chichewa. 4th Grade
LO.EGRA.CWPM.ENG.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). English. 2nd Grade
LO.EGRA.CWPM.ENG.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). English. 3rd Grade
LO.EGRA.CWPM.ENG.4GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). English. 4th Grade
LO.EGRA.CWPM.ENG.6GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). English. 6th Grade
LO.EGRA.CWPM.FLF.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Fulfulde. 2nd Grade
LO.EGRA.CWPM.FLP.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Filipino. 3rd Grade
LO.EGRA.CWPM.HAR.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Hararigna. 2nd Grade
LO.EGRA.CWPM.HAR.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Hararigna. 3rd Grade
LO.EGRA.CWPM.KIS.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Kiswahili. 2nd Grade
LO.EGRA.CWPM.KNY.4GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Kinyarwanda. 4th Grade
LO.EGRA.CWPM.KNY.6GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Kinyarwanda. 6th Grade
LO.EGRA.CWPM.SID.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Sidaamu Afoo. 2nd Grade
LO.EGRA.CWPM.SID.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Sidaamu Afoo. 3rd Grade
LO.EGRA.CWPM.SNG.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Songhoi. 2nd Grade
LO.EGRA.CWPM.SOM.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Somaligna. 2nd Grade
LO.EGRA.CWPM.SOM.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Somaligna. 3rd Grade
LO.EGRA.CWPM.SPN.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Spanish. 2nd Grade
LO.EGRA.CWPM.SPN.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Spanish. 3rd Grade
LO.EGRA.CWPM.SPN.4GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Spanish. 4th Grade
LO.EGRA.CWPM.TIG.2GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Tigrinya. 2nd Grade
LO.EGRA.CWPM.TIG.3GRD,Learning Outcomes,EGRA: Correct Isolated Words Read Per Minute (Mean). Tigrinya. 3rd Grade
LO.EGRA.CWPM.ZERO.AFA.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Afan Oromo. 2nd Grade
LO.EGRA.CWPM.ZERO.AFA.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Afan Oromo. 3rd Grade
LO.EGRA.CWPM.ZERO.AKU.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Akuapem. 2nd Grade
LO.EGRA.CWPM.ZERO.AMH.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Amharic. 2nd Grade
LO.EGRA.CWPM.ZERO.AMH.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Amharic. 3rd Grade
LO.EGRA.CWPM.ZERO.ARB.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Arabic. 2nd Grade
LO.EGRA.CWPM.ZERO.ARB.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Arabic. 3rd Grade
LO.EGRA.CWPM.ZERO.AST.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Asante Twi. 2nd Grade
LO.EGRA.CWPM.ZERO.BMN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Bamanankan. 2nd Grade
LO.EGRA.CWPM.ZERO.BOM.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Bomu. 2nd Grade
LO.EGRA.CWPM.ZERO.CHC.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Chichewa. 2nd Grade
LO.EGRA.CWPM.ZERO.CHC.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Chichewa. 4th Grade
LO.EGRA.CWPM.ZERO.CHI.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Chitonga. 2nd Grade
LO.EGRA.CWPM.ZERO.CIN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Cinyanja. 2nd Grade
LO.EGRA.CWPM.ZERO.DAG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Dagaare. 2nd Grade
LO.EGRA.CWPM.ZERO.DAGB.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Dagbani. 2nd Grade
LO.EGRA.CWPM.ZERO.DAN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Dangme. 2nd Grade
LO.EGRA.CWPM.ZERO.ENG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 2nd Grade
LO.EGRA.CWPM.ZERO.ENG.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 3rd Grade
LO.EGRA.CWPM.ZERO.ENG.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 4th Grade
LO.EGRA.CWPM.ZERO.ENG.6GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 6th Grade
LO.EGRA.CWPM.ZERO.EWE.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Ewe. 2nd Grade
LO.EGRA.CWPM.ZERO.FAN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Fante. 2nd Grade
LO.EGRA.CWPM.ZERO.FLF.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Fulfulde. 2nd Grade
LO.EGRA.CWPM.ZERO.FLP.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Filipino. 3rd Grade
LO.EGRA.CWPM.ZERO.FRN.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). French. 3rd Grade
LO.EGRA.CWPM.ZERO.GA.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Ga. 2nd Grade
LO.EGRA.CWPM.ZERO.GON.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Gonja. 2nd Grade
LO.EGRA.CWPM.ZERO.HAR.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Hararigna. 2nd Grade
LO.EGRA.CWPM.ZERO.HAR.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Hararigna. 3rd Grade
LO.EGRA.CWPM.ZERO.ICI.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Icibemba. 2nd Grade
LO.EGRA.CWPM.ZERO.IND.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Indonesian. 2nd Grade
LO.EGRA.CWPM.ZERO.KAS.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kasem. 2nd Grade
LO.EGRA.CWPM.ZERO.KII.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kiikaonde. 2nd Grade
LO.EGRA.CWPM.ZERO.KIS.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kiswahili. 2nd Grade
LO.EGRA.CWPM.ZERO.KNY.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kinyarwanda. 4th Grade
LO.EGRA.CWPM.ZERO.KNY.6GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kinyarwanda. 6th Grade
LO.EGRA.CWPM.ZERO.LUN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Lunda. 2nd Grade
LO.EGRA.CWPM.ZERO.LUV.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Luvale. 2nd Grade
LO.EGRA.CWPM.ZERO.NZE.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Nzema. 2nd Grade
LO.EGRA.CWPM.ZERO.SID.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Sidaamu Afoo. 2nd Grade
LO.EGRA.CWPM.ZERO.SID.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Sidaamu Afoo. 3rd Grade
LO.EGRA.CWPM.ZERO.SIL.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Silozi. 2nd Grade
LO.EGRA.CWPM.ZERO.SNG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Songhoi. 2nd Grade
LO.EGRA.CWPM.ZERO.SOM.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Somaligna. 2nd Grade
LO.EGRA.CWPM.ZERO.SOM.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Somaligna. 3rd Grade
LO.EGRA.CWPM.ZERO.SPN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Spanish. 2nd Grade
LO.EGRA.CWPM.ZERO.SPN.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Spanish. 3rd Grade
LO.EGRA.CWPM.ZERO.SPN.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Spanish. 4th Grade
LO.EGRA.CWPM.ZERO.TIG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Tigrinya. 2nd Grade
LO.EGRA.CWPM.ZERO.TIG.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Share of students with a zero score (%). Tigrinya. 3rd Grade
LO.EGRA.INIT.0.BMN.2GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Bamanankan. 2nd Grade
LO.EGRA.INIT.0.BOM.2GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Bomu. 2nd Grade
LO.EGRA.INIT.0.CHC.2GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Chichewa. 2nd Grade
LO.EGRA.INIT.0.CHC.4GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Chichewa. 4th Grade
LO.EGRA.INIT.0.ENG.2GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). English. 2nd Grade
LO.EGRA.INIT.0.ENG.3GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). English. 3rd Grade
LO.EGRA.INIT.0.ENG.4GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). English. 4th Grade
LO.EGRA.INIT.0.ENG.6GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). English. 6th Grade
LO.EGRA.INIT.0.FLF.2GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Fulfulde. 2nd Grade
LO.EGRA.INIT.0.KNY.4GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Kinyarwanda. 4th Grade
LO.EGRA.INIT.0.KNY.6GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Kinyarwanda. 6th Grade
LO.EGRA.INIT.0.SNG.2GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Songhoi. 2nd Grade
LO.EGRA.INIT.0.SPN.2GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Spanish. 2nd Grade
LO.EGRA.INIT.0.SPN.3GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Spanish. 3rd Grade
LO.EGRA.INIT.0.SPN.4GRD,Learning Outcomes,EGRA: Identification of the Initial Sound of a Spoken Word - Share of students with a zero score (%). Spanish. 4th Grade
LO.EGRA.LSTN.0.AFA.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Afan Oromo. 2nd Grade
LO.EGRA.LSTN.0.AFA.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Afan Oromo. 3rd Grade
LO.EGRA.LSTN.0.AKU.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Akuapem. 2nd Grade
LO.EGRA.LSTN.0.AMH.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Amharic. 2nd Grade
LO.EGRA.LSTN.0.AMH.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Amharic. 3rd Grade
LO.EGRA.LSTN.0.ARB.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Arabic. 2nd Grade
LO.EGRA.LSTN.0.ARB.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Arabic. 3rd Grade
LO.EGRA.LSTN.0.AST.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Asante Twi. 2nd Grade
LO.EGRA.LSTN.0.BMN.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Bamanankan. 2nd Grade
LO.EGRA.LSTN.0.BOM.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Bomu. 2nd Grade
LO.EGRA.LSTN.0.CHC.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Chichewa. 2nd Grade
LO.EGRA.LSTN.0.CHC.4GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Chichewa. 4th Grade
